mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24,delta_25,delta_26,delta_27,delta_28,delta_29,delta_30,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,delta2_14,delta2_15,delta2_16,delta2_17,delta2_18,delta2_19,delta2_20,delta2_21,delta2_22,delta2_23,delta2_24,delta2_25,delta2_26,delta2_27,delta2_28,delta2_29,delta2_30,Emotion
-663.00507,68.92278,-4.0626864,12.582797,-4.9382076,3.6142201,-12.317963,-7.4580927,-13.716268,-13.694325,-8.861506,-3.3186543,-9.1627865,-11.769332,-0.34782594,-2.597793,-9.846971,-1.0292209,-5.5389767,-7.9155703,-3.1071835,-2.2837076,-4.4586453,-3.2136965,-1.0522698,1.1017671,-1.532403,0.1923109,0.83001244,1.4944382,0.14604832,0.12516145,-0.006514959,-0.04075384,-0.0077584055,0.0033882214,-0.0005691578,0.0044640475,-0.0080551095,-0.033008598,-0.025496807,0.002449962,-0.0007176705,-0.027302729,-0.03199969,-0.015911167,-0.007699708,-0.0059444467,0.00010031023,-0.0010972873,-0.013139113,-0.014862689,-0.0006045774,0.005889403,-0.0044153514,-0.0102360835,-0.0017265368,0.0033227555,-0.0041098874,-0.009578258,-0.0032268353,-0.0033992033,0.00031506136,0.00467122,0.0042547663,-0.0027425787,-0.007999541,-0.0024078216,0.007850591,0.006634342,-0.0071002766,-0.014242533,-0.0037042436,0.009811936,0.008674206,-0.0017869354,-0.005771221,-0.0021153612,0.00012039204,-0.000440356,-0.0005361354,-0.0025023115,-0.006936804,-0.0063252086,0.0016746424,0.006804298,0.002548514,-0.0030101181,-0.0015247012,0.0034419098,4
-761.4478,76.40746,3.9987533,19.285975,-3.0982072,11.516054,-7.9690485,3.7017107,-6.494599,-6.4095464,-3.3320117,-4.574566,-7.720395,-1.3230083,-4.46369,-7.354233,-4.0106206,1.1545025,-6.9962964,-8.217206,-5.179173,-4.318333,-4.860843,-5.6168704,-5.175777,-2.1998937,-3.8299131,-4.626777,-5.4546657,-4.152005,0.107802585,0.09041229,0.04303051,0.03796519,0.017413793,0.02495597,0.024464255,0.024158273,0.016569402,-0.00096729107,-0.0067569003,-0.020679118,-0.025135184,-0.013467646,0.0011183571,0.0076627755,0.008634723,0.010024844,0.0069651916,0.0067072064,0.011542738,0.013560983,0.0025219829,-0.007694168,-0.0074778753,-0.0078389505,-0.009173466,-0.011839028,-0.013594377,-0.015445126,0.023519285,0.015516862,0.0038725785,0.0012640966,-0.0061779036,-0.0015752701,-0.001697723,-0.0009011797,0.0025173104,0.0062676216,0.0057817777,-0.00678481,-0.011372264,-0.00256094,0.0053033778,0.0030877274,0.0025257762,0.0056674844,0.005547666,0.009835425,0.005437303,-0.00426018,0.00082920736,0.0040393546,0.0004753857,0.0033511068,0.004148109,0.0005245152,-0.004295267,-0.006841911,2
-774.1828,86.15284,-7.345814,16.091545,-6.700212,8.071125,-12.699074,-5.032943,-12.470155,-7.4310093,-3.261085,-3.170843,-3.7693818,-4.391457,-6.7734056,-6.4584384,-5.4683285,-1.2642269,-3.3944926,-6.8148317,-4.92765,-3.5070179,-5.800386,-6.1699314,-4.681492,-2.466013,-2.9839332,-2.5390472,-1.7971522,-0.7556763,0.10548275,0.074260786,0.015776832,0.0038350667,-0.009433746,-0.008810386,-0.011482869,0.0013280581,0.001997722,0.00015079466,0.012138177,0.0029701248,-0.0050421497,-0.011329243,-0.010141432,-0.009119561,-0.016806353,-0.013037934,-0.018107498,-0.025725076,-0.021729225,-0.020463588,-0.004710901,-0.0011034827,-0.0045163026,-0.0043876655,-0.012034046,-0.013995703,-0.0086752055,-0.0032321191,-0.057269804,-0.027075412,-0.0072069275,-0.015780522,-0.009129202,-0.003216397,-0.0024686207,-0.004884586,-0.0055440334,-0.0060161673,-0.0068048737,-0.0001539233,0.005933858,0.011444497,0.011476508,0.006983761,0.0024549242,-0.0005520925,0.004803674,0.011381365,0.0026981742,0.0052544205,0.0023350643,0.0057536256,0.010608608,0.0040521403,0.004659057,0.011408086,0.010423097,0.008472488,7
-757.0632,99.28453,12.471709,16.682758,8.561649,16.364847,-2.2405758,5.6941695,2.6469948,3.5122068,1.6111335,0.42038783,0.6631293,4.294728,1.4074165,0.17387296,1.1829532,2.9188018,1.354602,1.8286098,1.8155565,-1.2737511,3.572726,2.6255922,-1.5037624,1.4001886,-1.0431079,-1.3825697,0.22502908,-0.42961445,0.03309188,0.053561375,0.044082552,0.00991938,0.0013143909,0.017403677,0.012897438,0.0025386065,0.012401834,0.014094838,0.0013012913,0.0025262993,0.00495542,-0.011878123,-0.023529349,-0.017904803,-0.016086094,-0.017981656,-0.012216462,-0.010837704,-0.017263962,-0.015564668,-0.0071609565,-0.0032861019,-0.002045746,-0.0013159533,-0.0028081925,-0.005222302,-0.006716884,-0.0038135774,0.038460635,0.047520638,0.025584152,0.0021977958,-0.0038167925,-0.004079103,-0.012452094,-0.01501009,-0.0076106247,-0.0054221894,-0.0032204685,0.008064106,0.00826947,-0.0077317907,-0.010855955,-0.00018291101,-0.002652481,-0.011180586,-0.0062479745,-0.00078001234,-0.0047416985,-0.006442446,-0.0057756635,-0.007669763,-0.0051519293,-0.00043382024,-0.0038917954,-0.010513884,-0.01027908,-0.006664329,2
-545.9127,43.606377,-9.62747,0.96496457,-4.204229,2.6284444,-11.878809,6.1284103,-7.5502815,-8.912751,-4.902788,-0.24362797,-3.1360738,-1.3144537,-1.3004937,2.002586,4.9167337,4.1369457,3.4033492,4.993347,7.5599027,11.106749,11.874992,11.306344,9.703179,7.0274053,1.5557965,1.5974617,1.1127454,3.3911648,0.00848483,0.012037376,0.012151453,0.012343342,0.012615956,0.012954105,0.013305418,0.013595308,0.013776059,0.013859729,0.013887677,0.0138603635,0.0137084685,0.013352534,0.012795571,0.012141292,0.011502807,0.010894983,0.01023477,0.009460641,0.00864024,0.007935977,0.0074528665,0.0071341624,0.006828935,0.006465308,0.0061362134,0.005993354,0.0060602594,0.0061761905,-0.0056409235,-0.007666073,-0.0069544436,-0.006269778,-0.005790838,-0.005290764,-0.00444936,-0.0032805235,-0.0021877,-0.0015772975,-0.0014581733,-0.0014751775,-0.0013389452,-0.0011674187,-0.0013507187,-0.002087512,-0.0031163758,-0.00395278,-0.0043744347,-0.004612719,-0.0050334455,-0.0056663402,-0.0061200084,-0.0059893695,-0.0053028576,-0.0045018895,-0.003966322,-0.0036159782,-0.003040538,-0.002016475,6
-596.1268,54.408737,-12.490708,4.336065,-6.0831394,4.331417,-8.295945,-5.6771555,-5.369302,-5.934067,-7.2978563,-5.851129,-3.0876458,-3.3618054,-6.2636385,-4.687762,-6.733005,-6.2985787,-0.7642054,-4.489719,-6.177504,-4.215239,-3.1729245,-3.533235,-2.4272583,-0.565281,-0.30449697,2.8949172,1.2699479,2.2451825,9.5070334e-08,0.0,1.0398318e-08,5.941896e-09,2.970948e-09,0.0,8.912844e-09,0.0,3.713685e-10,0.0,0.0,0.0,5.941896e-09,-2.970948e-09,0.0,-5.941896e-09,1.1883792e-08,0.0,8.170107e-09,0.0,-5.941896e-09,0.0,-5.941896e-09,-2.970948e-09,5.941896e-09,0.0,2.970948e-09,-1.485474e-09,-2.228211e-09,0.0,-3.5651375e-08,-5.941896e-09,7.4273703e-09,4.456422e-09,8.912844e-09,2.228211e-09,-2.970948e-09,-7.42737e-10,3.3423164e-09,-5.941896e-09,0.0,0.0,-4.456422e-09,-1.485474e-09,-1.6711582e-09,1.485474e-09,6.684633e-09,5.941896e-09,8.170107e-09,-7.42737e-10,5.1063167e-09,7.42737e-10,-3.3423164e-09,1.1141055e-09,0.0,5.199159e-09,9.284212e-11,3.713685e-10,4.456422e-09,3.7136851e-09,3
-720.88605,95.1873,-0.17655264,27.58075,8.883081,29.018143,-9.326461,1.0178045,-12.950393,2.3144028,6.931995,-2.5625744,0.95775837,3.5901585,-0.5889892,6.404094,-4.2296124,0.41563308,2.8798742,-1.6789712,2.3664727,1.415447,1.1601932,0.09292283,-3.593353,1.960039,1.8228568,0.12014413,-1.1526774,0.5369498,0.06743281,0.2475682,0.11017853,-0.059847873,-0.0063611125,0.037850637,0.01592052,-0.016214961,0.058467396,0.00604671,-0.004429225,0.00048143667,0.0010693757,-0.0079051,0.01006564,-0.008310176,0.009361473,0.02873522,0.009079373,0.033035487,0.040502053,0.027597994,-0.012123571,0.0033699991,-0.01133348,-0.0033379623,0.02819903,-0.02269841,-0.028205948,0.0046521067,0.032216925,0.040105756,0.019516239,0.001273833,-0.017264334,-0.005974396,0.019101596,0.011841964,0.0069113006,0.004388785,0.011680943,0.01249098,-0.0019326168,0.0002681876,-0.00047612606,0.011819646,0.021665804,0.0065753274,0.012918235,0.01283481,0.0043704817,0.0010986251,-0.0018016062,0.00072579744,0.010040574,-0.0017763759,0.0028136768,0.013889177,0.0057109804,0.0033186213,2
-735.1226,95.79809,11.419917,21.575537,9.204206,18.535336,-6.795131,3.7325366,-8.873425,-0.5238657,3.5196097,-1.2643019,-2.140675,0.3688986,1.1972415,4.6697073,-5.840707,1.6432034,4.2678776,-3.8255064,1.2114632,1.4158683,0.13188478,-1.2095499,-2.8245866,-1.6164784,-1.3215497,-1.2258179,-2.5940576,-2.7704725,-0.21480122,0.18783116,0.19380862,-0.007322677,0.0065948055,-0.0025804625,0.07405551,-0.013882529,0.10713562,0.032726504,0.0067985514,0.041710142,0.004461611,0.008969531,-0.009582679,-0.035986863,0.02213047,0.017298147,-0.00557414,-0.00059843314,-0.015224144,0.0128501095,-0.00395082,0.02181022,0.017810274,0.009658133,0.020836655,-0.0055851447,-0.013714017,0.014355877,-0.026339248,0.004316628,0.010484738,0.009898167,0.0064150817,0.0090910895,0.01377793,0.010550498,0.0025334132,-0.010651545,-0.007708737,-0.0108208945,-0.0034902778,-0.007890556,0.011228366,0.02325345,0.005463178,-0.010690076,0.0030595816,0.012998286,-0.00013497182,-0.0051274737,-0.0032161872,-0.001113742,0.011501749,0.011152971,0.014877466,0.00046492062,-0.017960943,-0.006975463,1
-764.50726,71.32697,-1.9642804,8.167962,-4.1841917,6.8415685,-13.10486,-0.65126055,-11.026908,-1.1162866,-0.7392675,-2.197194,-3.3710089,-2.855082,-3.319743,-0.18130991,-1.3990179,-1.3928092,-4.085212,-4.337908,-2.9628198,-2.8977287,-3.3387883,-3.8465786,-2.589188,0.08049583,-1.3572102,-0.28953937,-1.2857856,0.28957927,0.0044472436,0.00569161,0.004088963,0.0019187927,-0.00035026367,-0.0022866612,-0.0035178137,-0.0038624294,-0.0034253993,-0.0024731453,-0.0012504404,2.1322527e-05,0.0010680591,0.0016380708,0.0016471179,0.0011651401,0.00030992375,-0.00074037764,-0.0016858004,-0.0022199142,-0.00224096,-0.0018747554,-0.0013115597,-0.00071297865,-0.00022824945,6.7007095e-05,0.00028383796,0.0006487229,0.0012668034,0.002023633,-0.001558759,-0.0020780182,-0.0018336531,-0.001643135,-0.0014477656,-0.0011351912,-0.000795627,-0.000570994,-0.00041600282,-0.00024807008,-0.00017649158,-0.00031968777,-0.0005220151,-0.000526338,-0.00033621595,-0.00015294456,-4.581334e-05,5.138271e-05,0.000110776986,7.615784e-05,0.00010237719,0.00041654115,0.0009396838,0.0013232598,0.0013717253,0.0011781817,0.0008630284,0.0004778447,0.00018131765,0.00018018165,7
-584.3156,74.52666,-12.489091,9.563593,6.4820743,13.591771,-9.20826,-2.0218327,-1.6326745,-6.492029,-7.9294558,0.5239724,2.7861445,-5.784462,-4.3456182,1.8349202,0.48088264,0.014936898,1.1641387,-2.9839787,-3.8100038,-1.0730995,-1.2101763,-3.6971116,-2.3514805,-1.1757022,-3.2420506,-0.6808083,-2.5984752,-1.3700984,0.008933829,0.011969044,0.010082074,0.0073001087,0.0041338233,0.0011508932,-0.0011971416,-0.0026752637,-0.0032318034,-0.002890642,-0.0016740854,0.0003816015,0.0031187367,0.0061255363,0.008724907,0.010223331,0.01033689,0.00941485,0.008122642,0.0067851315,0.0051006014,0.0026754541,-0.00012985455,-0.0021182213,-0.002290322,-0.000966141,0.00039907795,0.0007291439,0.0005339408,0.0013011359,-0.004432362,-0.0056025633,-0.0040840837,-0.0027820626,-0.002523736,-0.0032428305,-0.004067173,-0.00412339,-0.0033695404,-0.002658134,-0.002908539,-0.0041558347,-0.0054275473,-0.0056193126,-0.004541914,-0.003119292,-0.0025349425,-0.0031344742,-0.0041135694,-0.004278364,-0.0031836485,-0.0016060913,-0.00088381825,-0.0016648817,-0.0032089667,-0.003988904,-0.003155708,-0.001482748,-0.000727329,-0.0018683318,6
-738.84937,76.48088,3.8877268,19.145058,7.472552,12.4775505,-4.5439835,7.350178,-5.496406,-0.83297455,-9.564394,-1.1406051,3.6235042,-2.9855723,0.8121282,2.7711053,-2.496836,-0.6892745,3.923299,-2.7015743,-3.9399421,-0.78439456,0.044105366,-0.58398473,-3.8399544,-1.0845239,-1.3370906,0.2857222,-3.098052,-2.0532978,-0.0063985735,-0.009031023,-0.0089780465,-0.008890332,-0.008768858,-0.008614974,-0.008430241,-0.008216662,-0.007976465,-0.0077121304,-0.0074263904,-0.007122122,-0.006802343,-0.006470205,-0.0061288173,-0.0057813986,-0.005431093,-0.00508084,-0.0047336556,-0.004392269,-0.004059252,-0.003736895,-0.0034272948,-0.0031322264,-0.0028531828,-0.0025913299,-0.0023475375,-0.0021223354,-0.001915942,-0.0017282828,-0.0021491707,-0.003029759,-0.0030014457,-0.0029546989,-0.0028902437,-0.0028090035,-0.0027121778,-0.0026011427,-0.002477516,-0.0023429748,-0.002199423,-0.0020487572,-0.0018929741,-0.0017340417,-0.0015739279,-0.0014144925,-0.0012575461,-0.0011046961,-0.0009574765,-0.0008171877,-0.0006849406,-0.00056164025,-0.00044798933,-0.0003444252,-0.00025121414,-0.00016835918,-9.57212e-05,-3.2923934e-05,2.0534844e-05,6.533858e-05,3
-790.65173,55.777145,-5.2766757,12.919745,-2.0956419,4.44133,-12.816558,0.6563763,-10.82211,-5.9602118,-2.1662464,-3.3795104,-4.710556,-1.9783804,-7.599793,-1.4183607,-3.1454768,-4.817874,-6.0456214,-3.394168,-3.223479,-4.8042097,-2.4114301,-4.4121757,-3.190951,0.104123905,-3.701237,-0.1608166,-0.44821444,2.221573,0.0110393455,0.013890455,0.0099339085,0.00600012,0.0033866267,0.0021741216,0.0017911836,0.001298266,-1.04904175e-05,-0.0020537942,-0.004418058,-0.006806204,-0.008588139,-0.008891332,-0.0077013187,-0.0060222633,-0.004767781,-0.0042571295,-0.0044476567,-0.0048230463,-0.0046400432,-0.0038621034,-0.0030142735,-0.0020341037,-0.00052848645,0.0010474038,0.0018970091,0.0020608376,0.0018497052,0.0011548646,0.00042294108,0.0011801855,0.00254495,0.0035886543,0.0032657553,0.0018190364,0.00044740256,-0.00029544355,-0.0007046306,-0.00078021805,-0.00023882672,0.000532648,0.00074058736,0.00015712323,-0.0009380249,-0.0021727078,-0.0029131423,-0.002593634,-0.0016182725,-0.0009799876,-0.00087746826,-0.00072916347,-0.00037599148,-0.00014773736,-1.8370354e-05,0.00027021917,0.0005937936,0.0007401065,0.0008159229,0.00079982565,1
-635.16656,67.17443,-1.5250462,9.51185,-1.267986,6.4311695,-10.298279,-2.7146566,-7.3334713,-8.142871,-2.0050108,1.5480832,-7.815131,-3.6676273,-1.3485699,-4.4696765,-2.7840357,1.5328878,-3.095561,-4.318967,-1.2406265,-2.3062472,-3.5466719,-2.8417785,-2.219662,-0.11217401,-3.2732897,-1.9499379,-0.6070041,0.7291986,0.022113249,0.028719896,0.02226142,0.0147849,0.009193155,0.006864423,0.0071851253,0.008330166,0.008638892,0.007628104,0.0060515013,0.005128677,0.0055904696,0.0071981093,0.00896326,0.009805119,0.009162709,0.0072196294,0.0047066505,0.0024808638,0.0011259936,0.0007328834,0.00091665954,0.0010553745,0.00066561875,-0.0002564262,-0.0011458881,-0.0011596731,0.00025907558,0.002888529,0.01354395,0.017234493,0.012387421,0.006851982,0.002993423,0.0020782258,0.0037100583,0.0062121954,0.0076913848,0.0071352697,0.004908434,0.0023959079,0.0010603723,0.0015158108,0.0031786994,0.0046803453,0.004749989,0.0030024268,0.0001456967,-0.0024965173,-0.003825736,-0.0036347168,-0.0026873741,-0.0021778247,-0.0029225177,-0.0047981855,-0.006778646,-0.0075483997,-0.006317927,-0.0033446448,8
-604.8464,79.473335,-9.211985,1.3316293,-5.996966,1.518107,-12.665528,0.79785293,-12.197019,-13.969206,-3.8124352,1.2187054,-8.840804,-6.0741415,-3.8421466,-9.03066,-6.320836,-2.9793215,-7.2038755,-3.9001381,-0.20001934,-0.46990484,-0.075609386,3.3680415,1.7786813,1.3607829,-2.8033302,0.2728406,-0.31711608,-0.29664013,0.013302438,0.017379122,0.013757231,0.00951283,0.006057987,0.0038287418,0.0022707575,0.0005614936,-0.0015756674,-0.00362888,-0.004775312,-0.0046192706,-0.0035452906,-0.0024033308,-0.0018262821,-0.0017771447,-0.0016953651,-0.0010773784,4.1976375e-05,0.0011283479,0.0016502389,0.0015738168,0.0013945554,0.0016745072,0.0025061322,0.0033973313,0.0037002438,0.0032116899,0.0024024483,0.0020407622,0.0006996745,0.001081599,0.0012776674,0.0013818137,0.0011912613,0.00060870365,-0.00029987437,-0.0013266524,-0.002203771,-0.002701316,-0.0026992995,-0.0022134793,-0.0013776361,-0.0003974829,0.0005073243,0.0011580185,0.0014553984,0.0013910572,0.0010293582,0.0004699385,-0.00018799673,-0.0008637288,-0.0014937522,-0.0020259297,-0.0024250483,-0.0026898792,-0.0028620833,-0.003004749,-0.0031488582,-0.0032399027,7
-823.2546,77.76725,16.326725,34.27828,12.935933,18.76478,5.7208295,10.547803,1.130594,-0.31456476,-3.5020204,3.368878,4.861751,-2.0945814,1.5324285,3.77264,-0.3213087,1.6670264,3.2915792,0.92204803,-1.1697589,0.2336508,3.776437,-0.38067198,-1.3766916,0.2237215,0.23536655,-1.5437608,-2.8913171,0.28777543,0.22036725,0.12683102,0.121793516,0.0996838,0.06552444,0.08657251,0.059370074,0.04688181,0.052452877,0.040891115,0.042218946,0.05037703,0.05050055,0.049226463,0.030897044,0.028949575,0.026111083,0.019405492,0.023887355,0.013655148,0.01792479,0.013500254,0.01203336,0.011471823,0.018701501,0.009228112,0.005549815,0.0064710756,0.01101604,0.013487291,0.034543246,0.026828952,0.013317535,-0.0033263147,-0.009874104,0.006279044,-0.0011067076,-0.0086596515,-0.013097362,-0.023631165,-0.01813354,0.0031910879,0.0063061514,0.0009895877,0.00461146,0.004887932,-0.0010105328,-0.00826119,-0.013997483,-0.012617087,-0.009619936,-0.015143989,-0.014245135,-0.005613143,0.0048119617,0.0037974233,0.00013005306,0.0053136684,0.0053661945,0.0069462177,2
-683.02625,91.400345,4.8778634,16.470226,16.985636,24.842049,-3.9248657,-1.572513,-1.2837329,3.728324,-4.0364194,-1.844052,2.1192021,-1.9172623,-2.4125912,-1.3664131,4.419226,3.2395506,1.796026,2.6878994,6.0376363,-0.89313704,-1.8503953,7.6135044,0.9162666,-0.27517447,1.5545042,-2.378755,0.4866625,1.8644396,0.23849243,0.20094685,0.0013525869,-0.030631116,0.028909791,0.06275745,0.04601664,-0.0017996011,-0.018816207,-0.000549833,0.008917844,0.021955678,0.03257047,-0.00042400096,-0.038880818,-0.018747963,0.030017806,0.03817069,0.01620824,0.0171476,0.024686437,0.011822236,0.011525928,0.021511165,0.010835229,0.003167136,0.009026045,0.010423599,0.018809183,0.028128047,0.11018088,0.08321511,-0.016160514,-0.024347149,0.0046656765,0.020822333,0.018544588,-0.0064681224,-0.020986656,-0.012215854,-0.0057213358,0.0041250344,0.015174894,0.00018615782,-0.021936622,-0.015226354,0.0026052108,-0.0028294744,-0.018508313,-0.016327515,-0.012282045,-0.020771235,-0.018302051,-0.008563499,-0.012544441,-0.0138288895,-0.007013846,-0.008030047,-0.0081973085,-0.0034012168,6
-747.384,72.692406,3.2786102,15.451164,2.116794,12.782553,-6.9425607,1.8042748,-6.9592576,-7.1272106,-4.045231,-2.8845546,-6.8792486,-2.5495343,-5.888295,-8.159102,-4.098886,0.4754912,-5.9669585,-8.3289,-4.3810754,-3.463078,-2.4191964,-4.4035378,-4.6678658,-2.7035177,-3.570019,-3.9194694,-4.29572,-3.0488021,0.026451277,0.032354187,0.021924455,0.012654072,0.0071857288,0.005027092,0.002747463,-0.0014689228,-0.005950078,-0.009015493,-0.010362455,-0.009366675,-0.007492325,-0.0069712205,-0.0068466016,-0.007336974,-0.008649355,-0.008964625,-0.008087343,-0.005910889,-0.0024987925,-0.00052321603,-0.0021679038,-0.0060533714,-0.010471474,-0.013726366,-0.013781487,-0.012007491,-0.009558675,-0.00617673,-0.027304213,-0.03243909,-0.019331645,-0.00782148,-0.0026834095,-0.0025349092,-0.002436306,-0.0008342655,0.0018920108,0.004223234,0.0054433676,0.0065093488,0.00748883,0.008041142,0.007618051,0.0069918437,0.0071041817,0.0076062316,0.007344509,0.00572688,0.0040631234,0.0030039535,0.0027201253,0.0025961078,0.0024799996,0.0034341607,0.0042078146,0.0036893024,0.001360602,-0.0019569679,2
-641.6432,59.28675,-1.4616627,22.508465,-0.34552816,11.571628,1.687568,9.015612,-4.48751,-3.9630086,-3.4591084,1.5644925,0.25639543,-4.426126,-3.0435288,0.70450395,-3.3657782,-2.7243648,-1.1309817,-4.000477,-2.0631154,-1.7281947,-0.8011081,-1.1420324,-2.4541194,1.712605,0.3034034,1.9822655,0.28980765,1.0851399,0.006125546,0.008643788,0.008585992,0.00849028,0.008357623,0.0081892805,0.007986878,0.0077524325,0.007488225,0.007196847,0.006881148,0.006544271,0.0061895354,0.0058204182,0.0054405876,0.00505376,0.004663724,0.004274298,0.003889207,0.0035120947,0.003146482,0.00279564,0.0024626846,0.0021503607,0.0018611123,0.0015970434,0.0013597985,0.0011506279,0.0009703467,0.0008192683,0.010853649,0.015324474,0.015249937,0.015126809,0.014956641,0.014741621,0.014484465,0.014188322,0.013856786,0.013493787,0.013103471,0.012690119,0.012258101,0.011811815,0.011355443,0.010893057,0.010428436,0.009965044,0.009505956,0.009053842,0.008610903,0.008178916,0.007759156,0.00735243,0.0069591505,0.006579306,0.0062125404,0.005858172,0.005515289,0.00518278,8
-842.8565,63.810535,16.227636,19.062405,-3.1820717,7.781564,-11.506213,9.488058,-7.0848837,-8.538647,-2.3508484,-3.3387809,-0.86294496,-3.1208265,-4.732846,-3.2245188,-2.9460905,2.3286245,-6.813777,-3.2898617,-2.8224277,-3.7978754,-1.7260497,-7.073937,-3.7832298,-3.2868989,-3.2379916,-4.9182353,-4.711763,-0.98235005,0.0062308474,0.007218262,0.0063379826,0.0052621774,0.0035926008,0.0031863574,0.0018890644,0.0010432677,0.0021713958,0.0026224784,0.0040071723,0.0043730573,0.0039822096,0.0043462883,0.0039901678,0.0024949491,0.001606874,-0.00016951561,-0.00067215954,-5.4987e-05,-0.00026600936,0.0002981849,0.0013824195,0.0019174389,0.0037368762,0.003526789,0.0031429818,0.0031304134,0.0020747855,0.0021574881,-0.003115021,-0.003548022,-0.0030747494,-0.0024965461,-0.0015991036,-0.0013815925,-0.00068491354,-0.00023139345,-0.00084011996,-0.001084821,-0.0018320584,-0.0020313524,-0.001823715,-0.0020224692,-0.0018339298,-0.0010327197,-0.0005583537,0.00039375137,0.0006603619,0.00032430512,0.00043368133,0.0001258004,-0.00046202677,-0.0007545003,-0.0017381724,-0.0016300209,-0.0014285272,-0.0014268811,-0.00086413155,-0.0009139355,1
-803.7426,79.420654,12.672762,17.161598,6.1909757,16.349648,-0.03111309,5.205065,-2.538735,0.7155617,0.22656699,2.998429,3.2710285,1.2306044,0.8497664,5.8178144,-0.38266793,1.1370655,3.0405726,-2.2862184,-0.41889915,0.83471185,1.4767905,0.48942873,0.32800475,-0.90746903,-2.413812,1.0932128,-1.2517194,-0.62359434,0.046557132,0.050292317,0.038062617,0.032069925,0.027799927,0.027353257,0.02729172,0.02274949,0.017112322,0.019047733,0.021276599,0.018296989,0.019929769,0.01872885,0.008826691,0.0060244976,0.008591043,0.0061740684,0.009726839,0.008620831,0.0059179077,0.0032330872,0.0041999086,0.0020976781,0.002473971,0.0035154833,0.0048304303,0.009219008,0.008859766,0.010232659,0.017872665,0.017112385,0.013765376,0.013368017,0.008147644,0.0078535285,0.008132898,0.00450969,0.0040834206,0.0069821617,0.005440159,0.0046304474,0.006722882,0.005355134,0.0023281612,0.003137672,0.0032056705,0.0017673554,0.0029851354,0.0033723405,0.0020410905,0.0018752175,0.0010730422,0.00086975883,-0.00056290097,0.0019022594,0.0022837073,0.0041401894,0.005611611,0.006954584,7
-668.0549,56.295677,7.9531612,17.482038,6.904527,6.299927,-0.536927,2.146492,-4.0798063,-2.1139503,-2.271945,0.5568992,3.841698,-3.4655209,-1.674409,3.6093366,-0.7978464,-1.4808758,1.0903075,-1.0390558,-1.7279743,0.846573,3.6035843,0.94511354,-2.3967407,-0.6095208,-1.2706532,-2.3239172,-1.7677288,-0.45181593,0.000611504,0.0008634354,0.00085998804,0.0008542732,0.00084628654,0.0008360526,0.0008236231,0.00080902124,0.0007922988,0.0007734846,0.00075267523,0.00072990946,0.00070526666,0.0006788202,0.0006506324,0.0006208074,0.00058945717,0.00055662886,0.00052245724,0.00048703514,0.00045047715,0.0004128747,0.00037435893,0.00033503646,0.00029503976,0.00025444952,0.00021342064,0.0001720705,0.00013050932,8.885558e-05,-0.0025239135,-0.0035669522,-0.00355974,-0.0035477895,-0.0035311042,-0.0035097303,-0.0034837276,-0.0034531534,-0.0034181091,-0.0033786937,-0.0033349774,-0.0032871389,-0.00323525,-0.0031794838,-0.0031199674,-0.0030568833,-0.0029903927,-0.0029206541,-0.0028478855,-0.0027722514,-0.0026939642,-0.002613229,-0.0025302486,-0.0024452484,-0.002358433,-0.0022700357,-0.0021802846,-0.002089399,-0.0019976017,-0.0019051427,5
-677.8592,81.13741,3.8603437,8.515966,9.845096,14.4144,-2.0875008,5.1944118,1.6892672,-0.82637227,-1.2776866,3.2859788,1.036154,0.41075388,-0.9722989,-0.20990917,-0.30209643,2.8038971,1.8101368,0.6872807,-0.37313297,-2.7647483,1.1742351,1.1334429,-3.039736,0.7160285,1.2839773,1.4560157,0.683565,0.23525052,-0.01997136,-0.028155105,-0.027891414,-0.027458264,-0.026864748,-0.02612313,-0.025248256,-0.024256967,-0.023167558,-0.021998938,-0.020770235,-0.019500064,-0.018206112,-0.016904745,-0.015610731,-0.014337054,-0.0130948825,-0.0118935555,-0.010740613,-0.009641996,-0.008602127,-0.0076240497,-0.0067096213,-0.0058595524,-0.005073543,-0.004350571,-0.0036885128,-0.003084683,-0.0025357257,-0.002037722,-0.0033395234,-0.0047176774,-0.0047029257,-0.004678909,-0.0046464684,-0.004606724,-0.004561087,-0.004511219,-0.004458959,-0.004406208,-0.0043550692,-0.0043075834,-0.0042657373,-0.0042314064,-0.00420623,-0.004191601,-0.004188633,-0.0041977447,-0.0042193066,-0.0042529018,-0.004297661,-0.0043520965,-0.0044142297,-0.0044814614,-0.0045507355,-0.0046184445,-0.004680682,-0.0047331653,-0.004771435,-0.004790911,8
